千代田,622
中央,1864
港,3874
新宿,6710
文京,1729
台東,2130
墨田,2301
江東,3720
品川,3323
目黒,3139
大田,6027
世田谷,8419
渋谷,3419
中野,3784
杉並,4600
豊島,3027
北,2525
荒川,1816
板橋,4267
練馬,5041
足立,5444
葛飾,4141
江戸川,4803
八王子,2488
立川,912
武蔵野,911
三鷹,1132
青梅,643
府中,1242
昭島,591
調布,1405
町田,1960
小金井,615
小平,757
日野,819
東村山,574
国分寺,534
国立,290
福生,383
狛江,405
東大和,343
清瀬,268
東久留米,462
武蔵村山,289
多摩,620
稲城,379
羽村,271
あきる野,387
西東京,1105
瑞穂,133
日の出,65
檜原,6
奥多摩,18
大島,21
利島,0
新島,0
神津島,1
三宅,4
御蔵島,1
八丈,7
青ヶ島,0
小笠原,3
都外,8572
調査中,68
